2004-01-04 - 2004-01-10,0
2004-01-11 - 2004-01-17,0
2004-01-18 - 2004-01-24,0
2004-01-25 - 2004-01-31,0
2004-02-01 - 2004-02-07,0
2004-02-08 - 2004-02-14,0
2004-02-15 - 2004-02-21,0
2004-02-22 - 2004-02-28,0
2004-02-29 - 2004-03-06,0
2004-03-07 - 2004-03-13,0
2004-03-14 - 2004-03-20,0
2004-03-21 - 2004-03-27,0
2004-03-28 - 2004-04-03,0
2004-04-04 - 2004-04-10,0
2004-04-11 - 2004-04-17,0
2004-04-18 - 2004-04-24,0
2004-04-25 - 2004-05-01,0
2004-05-02 - 2004-05-08,0
2004-05-09 - 2004-05-15,0
2004-05-16 - 2004-05-22,0
2004-05-23 - 2004-05-29,0
2004-05-30 - 2004-06-05,0
2004-06-06 - 2004-06-12,0
2004-06-13 - 2004-06-19,0
2004-06-20 - 2004-06-26,0
2004-06-27 - 2004-07-03,0
2004-07-04 - 2004-07-10,0
2004-07-11 - 2004-07-17,1
2004-07-18 - 2004-07-24,1
2004-07-25 - 2004-07-31,1
2004-08-01 - 2004-08-07,1
2004-08-08 - 2004-08-14,1
2004-08-15 - 2004-08-21,1
2004-08-22 - 2004-08-28,1
2004-08-29 - 2004-09-04,1
2004-09-05 - 2004-09-11,1
2004-09-12 - 2004-09-18,1
2004-09-19 - 2004-09-25,1
2004-09-26 - 2004-10-02,1
2004-10-03 - 2004-10-09,1
2004-10-10 - 2004-10-16,1
2004-10-17 - 2004-10-23,1
2004-10-24 - 2004-10-30,1
2004-10-31 - 2004-11-06,1
2004-11-07 - 2004-11-13,1
2004-11-14 - 2004-11-20,1
2004-11-21 - 2004-11-27,1
2004-11-28 - 2004-12-04,2
2004-12-05 - 2004-12-11,2
2004-12-12 - 2004-12-18,2
2004-12-19 - 2004-12-25,2
2004-12-26 - 2005-01-01,2
2005-01-02 - 2005-01-08,2
2005-01-09 - 2005-01-15,2
2005-01-16 - 2005-01-22,2
2005-01-23 - 2005-01-29,3
2005-01-30 - 2005-02-05,3
2005-02-06 - 2005-02-12,3
2005-02-13 - 2005-02-19,3
2005-02-20 - 2005-02-26,3
2005-02-27 - 2005-03-05,3
2005-03-06 - 2005-03-12,4
2005-03-13 - 2005-03-19,4
2005-03-20 - 2005-03-26,4
2005-03-27 - 2005-04-02,5
2005-04-03 - 2005-04-09,4
2005-04-10 - 2005-04-16,4
2005-04-17 - 2005-04-23,5
2005-04-24 - 2005-04-30,5
2005-05-01 - 2005-05-07,6
2005-05-08 - 2005-05-14,6
2005-05-15 - 2005-05-21,6
2005-05-22 - 2005-05-28,6
2005-05-29 - 2005-06-04,7
2005-06-05 - 2005-06-11,7
2005-06-12 - 2005-06-18,8
2005-06-19 - 2005-06-25,8
2005-06-26 - 2005-07-02,8
2005-07-03 - 2005-07-09,9
2005-07-10 - 2005-07-16,9
2005-07-17 - 2005-07-23,10
2005-07-24 - 2005-07-30,11
2005-07-31 - 2005-08-06,12
2005-08-07 - 2005-08-13,13
2005-08-14 - 2005-08-20,13
2005-08-21 - 2005-08-27,14
2005-08-28 - 2005-09-03,14
2005-09-04 - 2005-09-10,13
2005-09-11 - 2005-09-17,17
2005-09-18 - 2005-09-24,14
2005-09-25 - 2005-10-01,15
2005-10-02 - 2005-10-08,17
2005-10-09 - 2005-10-15,18
2005-10-16 - 2005-10-22,18
2005-10-23 - 2005-10-29,19
2005-10-30 - 2005-11-05,22
2005-11-06 - 2005-11-12,23
2005-11-13 - 2005-11-19,22
2005-11-20 - 2005-11-26,23
2005-11-27 - 2005-12-03,24
2005-12-04 - 2005-12-10,26
2005-12-11 - 2005-12-17,28
2005-12-18 - 2005-12-24,32
2005-12-25 - 2005-12-31,33
2006-01-01 - 2006-01-07,32
2006-01-08 - 2006-01-14,31
2006-01-15 - 2006-01-21,33
2006-01-22 - 2006-01-28,34
2006-01-29 - 2006-02-04,37
2006-02-05 - 2006-02-11,36
2006-02-12 - 2006-02-18,40
2006-02-19 - 2006-02-25,40
2006-02-26 - 2006-03-04,41
2006-03-05 - 2006-03-11,44
2006-03-12 - 2006-03-18,41
2006-03-19 - 2006-03-25,44
2006-03-26 - 2006-04-01,45
2006-04-02 - 2006-04-08,47
2006-04-09 - 2006-04-15,52
2006-04-16 - 2006-04-22,53
2006-04-23 - 2006-04-29,51
2006-04-30 - 2006-05-06,52
2006-05-07 - 2006-05-13,52
2006-05-14 - 2006-05-20,53
2006-05-21 - 2006-05-27,55
2006-05-28 - 2006-06-03,56
2006-06-04 - 2006-06-10,59
2006-06-11 - 2006-06-17,61
2006-06-18 - 2006-06-24,62
2006-06-25 - 2006-07-01,65
2006-07-02 - 2006-07-08,63
2006-07-09 - 2006-07-15,68
2006-07-16 - 2006-07-22,69
2006-07-23 - 2006-07-29,80
2006-07-30 - 2006-08-05,71
2006-08-06 - 2006-08-12,71
2006-08-13 - 2006-08-19,72
2006-08-20 - 2006-08-26,71
2006-08-27 - 2006-09-02,69
2006-09-03 - 2006-09-09,70
2006-09-10 - 2006-09-16,70
2006-09-17 - 2006-09-23,71
2006-09-24 - 2006-09-30,72
2006-10-01 - 2006-10-07,73
2006-10-08 - 2006-10-14,75
2006-10-15 - 2006-10-21,74
2006-10-22 - 2006-10-28,74
2006-10-29 - 2006-11-04,75
2006-11-05 - 2006-11-11,76
2006-11-12 - 2006-11-18,74
2006-11-19 - 2006-11-25,79
2006-11-26 - 2006-12-02,77
2006-12-03 - 2006-12-09,77
2006-12-10 - 2006-12-16,77
2006-12-17 - 2006-12-23,84
2006-12-24 - 2006-12-30,92
2006-12-31 - 2007-01-06,88
2007-01-07 - 2007-01-13,79
2007-01-14 - 2007-01-20,81
2007-01-21 - 2007-01-27,81
2007-01-28 - 2007-02-03,83
2007-02-04 - 2007-02-10,84
2007-02-11 - 2007-02-17,88
2007-02-18 - 2007-02-24,87
2007-02-25 - 2007-03-03,84
2007-03-04 - 2007-03-10,84
2007-03-11 - 2007-03-17,85
2007-03-18 - 2007-03-24,85
2007-03-25 - 2007-03-31,85
2007-04-01 - 2007-04-07,94
2007-04-08 - 2007-04-14,95
2007-04-15 - 2007-04-21,91
2007-04-22 - 2007-04-28,89
2007-04-29 - 2007-05-05,90
2007-05-06 - 2007-05-12,87
2007-05-13 - 2007-05-19,89
2007-05-20 - 2007-05-26,89
2007-05-27 - 2007-06-02,90
2007-06-03 - 2007-06-09,93
2007-06-10 - 2007-06-16,92
2007-06-17 - 2007-06-23,93
2007-06-24 - 2007-06-30,96
2007-07-01 - 2007-07-07,95
2007-07-08 - 2007-07-14,98
2007-07-15 - 2007-07-21,99
2007-07-22 - 2007-07-28,100
2007-07-29 - 2007-08-04,99
2007-08-05 - 2007-08-11,100
2007-08-12 - 2007-08-18,98
2007-08-19 - 2007-08-25,94
2007-08-26 - 2007-09-01,89
2007-09-02 - 2007-09-08,87
2007-09-09 - 2007-09-15,86
2007-09-16 - 2007-09-22,85
2007-09-23 - 2007-09-29,85
2007-09-30 - 2007-10-06,84
2007-10-07 - 2007-10-13,85
2007-10-14 - 2007-10-20,83
2007-10-21 - 2007-10-27,83
2007-10-28 - 2007-11-03,84
2007-11-04 - 2007-11-10,83
2007-11-11 - 2007-11-17,81
2007-11-18 - 2007-11-24,85
2007-11-25 - 2007-12-01,83
2007-12-02 - 2007-12-08,83
2007-12-09 - 2007-12-15,81
2007-12-16 - 2007-12-22,84
2007-12-23 - 2007-12-29,93
2007-12-30 - 2008-01-05,91
2008-01-06 - 2008-01-12,78
2008-01-13 - 2008-01-19,79
2008-01-20 - 2008-01-26,80
2008-01-27 - 2008-02-02,80
2008-02-03 - 2008-02-09,80
2008-02-10 - 2008-02-16,80
2008-02-17 - 2008-02-23,80
2008-02-24 - 2008-03-01,78
2008-03-02 - 2008-03-08,79
2008-03-09 - 2008-03-15,78
2008-03-16 - 2008-03-22,79
2008-03-23 - 2008-03-29,80
2008-03-30 - 2008-04-05,78
2008-04-06 - 2008-04-12,78
2008-04-13 - 2008-04-19,78
2008-04-20 - 2008-04-26,78
2008-04-27 - 2008-05-03,79
2008-05-04 - 2008-05-10,77
2008-05-11 - 2008-05-17,77
2008-05-18 - 2008-05-24,77
2008-05-25 - 2008-05-31,78
2008-06-01 - 2008-06-07,80
2008-06-08 - 2008-06-14,82
2008-06-15 - 2008-06-21,83
2008-06-22 - 2008-06-28,82
2008-06-29 - 2008-07-05,80
2008-07-06 - 2008-07-12,82
2008-07-13 - 2008-07-19,82
2008-07-20 - 2008-07-26,83
2008-07-27 - 2008-08-02,87
2008-08-03 - 2008-08-09,82
2008-08-10 - 2008-08-16,82
2008-08-17 - 2008-08-23,80
2008-08-24 - 2008-08-30,80
2008-08-31 - 2008-09-06,79
2008-09-07 - 2008-09-13,77
2008-09-14 - 2008-09-20,77
2008-09-21 - 2008-09-27,77
2008-09-28 - 2008-10-04,77
2008-10-05 - 2008-10-11,75
2008-10-12 - 2008-10-18,75
2008-10-19 - 2008-10-25,73
2008-10-26 - 2008-11-01,71
2008-11-02 - 2008-11-08,73
2008-11-09 - 2008-11-15,73
2008-11-16 - 2008-11-22,70
2008-11-23 - 2008-11-29,72
2008-11-30 - 2008-12-06,69
2008-12-07 - 2008-12-13,70
2008-12-14 - 2008-12-20,70
2008-12-21 - 2008-12-27,78
2008-12-28 - 2009-01-03,81
2009-01-04 - 2009-01-10,69
2009-01-11 - 2009-01-17,68
2009-01-18 - 2009-01-24,68
2009-01-25 - 2009-01-31,68
2009-02-01 - 2009-02-07,65
2009-02-08 - 2009-02-14,64
2009-02-15 - 2009-02-21,66
2009-02-22 - 2009-02-28,65
2009-03-01 - 2009-03-07,64
2009-03-08 - 2009-03-14,62
2009-03-15 - 2009-03-21,62
2009-03-22 - 2009-03-28,62
2009-03-29 - 2009-04-04,62
2009-04-05 - 2009-04-11,67
2009-04-12 - 2009-04-18,65
2009-04-19 - 2009-04-25,61
2009-04-26 - 2009-05-02,61
2009-05-03 - 2009-05-09,59
2009-05-10 - 2009-05-16,58
2009-05-17 - 2009-05-23,59
2009-05-24 - 2009-05-30,59
2009-05-31 - 2009-06-06,59
2009-06-07 - 2009-06-13,59
2009-06-14 - 2009-06-20,59
2009-06-21 - 2009-06-27,59
2009-06-28 - 2009-07-04,59
2009-07-05 - 2009-07-11,59
2009-07-12 - 2009-07-18,59
2009-07-19 - 2009-07-25,59
2009-07-26 - 2009-08-01,59
2009-08-02 - 2009-08-08,58
2009-08-09 - 2009-08-15,56
2009-08-16 - 2009-08-22,55
2009-08-23 - 2009-08-29,52
2009-08-30 - 2009-09-05,50
2009-09-06 - 2009-09-12,50
2009-09-13 - 2009-09-19,48
2009-09-20 - 2009-09-26,48
2009-09-27 - 2009-10-03,47
2009-10-04 - 2009-10-10,46
2009-10-11 - 2009-10-17,46
2009-10-18 - 2009-10-24,45
2009-10-25 - 2009-10-31,44
2009-11-01 - 2009-11-07,44
2009-11-08 - 2009-11-14,43
2009-11-15 - 2009-11-21,43
2009-11-22 - 2009-11-28,43
2009-11-29 - 2009-12-05,41
2009-12-06 - 2009-12-12,41
2009-12-13 - 2009-12-19,41
2009-12-20 - 2009-12-26,46
2009-12-27 - 2010-01-02,47
2010-01-03 - 2010-01-09,40
2010-01-10 - 2010-01-16,39
2010-01-17 - 2010-01-23,39
2010-01-24 - 2010-01-30,38
2010-01-31 - 2010-02-06,37
2010-02-07 - 2010-02-13,37
2010-02-14 - 2010-02-20,38
2010-02-21 - 2010-02-27,36
2010-02-28 - 2010-03-06,35
2010-03-07 - 2010-03-13,35
2010-03-14 - 2010-03-20,35
2010-03-21 - 2010-03-27,35
2010-03-28 - 2010-04-03,36
2010-04-04 - 2010-04-10,35
2010-04-11 - 2010-04-17,33
2010-04-18 - 2010-04-24,33
2010-04-25 - 2010-05-01,32
2010-05-02 - 2010-05-08,31
2010-05-09 - 2010-05-15,31
2010-05-16 - 2010-05-22,31
2010-05-23 - 2010-05-29,29
2010-05-30 - 2010-06-05,29
2010-06-06 - 2010-06-12,28
2010-06-13 - 2010-06-19,28
2010-06-20 - 2010-06-26,28
2010-06-27 - 2010-07-03,28
2010-07-04 - 2010-07-10,30
2010-07-11 - 2010-07-17,30
2010-07-18 - 2010-07-24,30
2010-07-25 - 2010-07-31,28
2010-08-01 - 2010-08-07,27
2010-08-08 - 2010-08-14,26
2010-08-15 - 2010-08-21,25
2010-08-22 - 2010-08-28,23
2010-08-29 - 2010-09-04,22
2010-09-05 - 2010-09-11,23
2010-09-12 - 2010-09-18,22
2010-09-19 - 2010-09-25,21
2010-09-26 - 2010-10-02,20
2010-10-03 - 2010-10-09,19
2010-10-10 - 2010-10-16,19
2010-10-17 - 2010-10-23,18
2010-10-24 - 2010-10-30,18
2010-10-31 - 2010-11-06,18
2010-11-07 - 2010-11-13,17
2010-11-14 - 2010-11-20,17
2010-11-21 - 2010-11-27,17
2010-11-28 - 2010-12-04,14
2010-12-05 - 2010-12-11,14
2010-12-12 - 2010-12-18,13
2010-12-19 - 2010-12-25,13
2010-12-26 - 2011-01-01,14
2011-01-02 - 2011-01-08,13
2011-01-09 - 2011-01-15,12
2011-01-16 - 2011-01-22,12
2011-01-23 - 2011-01-29,11
2011-01-30 - 2011-02-05,11
2011-02-06 - 2011-02-12,10
2011-02-13 - 2011-02-19,10
2011-02-20 - 2011-02-26,9
2011-02-27 - 2011-03-05,9
2011-03-06 - 2011-03-12,9
2011-03-13 - 2011-03-19,8
2011-03-20 - 2011-03-26,8
2011-03-27 - 2011-04-02,8
2011-04-03 - 2011-04-09,8
2011-04-10 - 2011-04-16,7
2011-04-17 - 2011-04-23,7
2011-04-24 - 2011-04-30,7
2011-05-01 - 2011-05-07,7
2011-05-08 - 2011-05-14,7
2011-05-15 - 2011-05-21,7
2011-05-22 - 2011-05-28,6
2011-05-29 - 2011-06-04,6
2011-06-05 - 2011-06-11,6
2011-06-12 - 2011-06-18,6
2011-06-19 - 2011-06-25,6
2011-06-26 - 2011-07-02,6
2011-07-03 - 2011-07-09,6
2011-07-10 - 2011-07-16,6
2011-07-17 - 2011-07-23,6
2011-07-24 - 2011-07-30,6
2011-07-31 - 2011-08-06,5
2011-08-07 - 2011-08-13,5
2011-08-14 - 2011-08-20,5
2011-08-21 - 2011-08-27,5
2011-08-28 - 2011-09-03,5
2011-09-04 - 2011-09-10,5
2011-09-11 - 2011-09-17,5
2011-09-18 - 2011-09-24,5
2011-09-25 - 2011-10-01,5
2011-10-02 - 2011-10-08,5
2011-10-09 - 2011-10-15,4
2011-10-16 - 2011-10-22,4
2011-10-23 - 2011-10-29,4
2011-10-30 - 2011-11-05,4
2011-11-06 - 2011-11-12,4
2011-11-13 - 2011-11-19,4
2011-11-20 - 2011-11-26,4
2011-11-27 - 2011-12-03,4
2011-12-04 - 2011-12-10,4
2011-12-11 - 2011-12-17,4
2011-12-18 - 2011-12-24,4
2011-12-25 - 2011-12-31,4
2012-01-01 - 2012-01-07,4
2012-01-08 - 2012-01-14,4
2012-01-15 - 2012-01-21,4
2012-01-22 - 2012-01-28,4
2012-01-29 - 2012-02-04,3
2012-02-05 - 2012-02-11,3
2012-02-12 - 2012-02-18,3
2012-02-19 - 2012-02-25,3
2012-02-26 - 2012-03-03,3
2012-03-04 - 2012-03-10,3
2012-03-11 - 2012-03-17,3
2012-03-18 - 2012-03-24,3
2012-03-25 - 2012-03-31,3
2012-04-01 - 2012-04-07,3
2012-04-08 - 2012-04-14,3
2012-04-15 - 2012-04-21,3
2012-04-22 - 2012-04-28,3
2012-04-29 - 2012-05-05,3
2012-05-06 - 2012-05-12,2
2012-05-13 - 2012-05-19,2
2012-05-20 - 2012-05-26,2
2012-05-27 - 2012-06-02,2
2012-06-03 - 2012-06-09,2
2012-06-10 - 2012-06-16,2
2012-06-17 - 2012-06-23,2
2012-06-24 - 2012-06-30,2
2012-07-01 - 2012-07-07,2
2012-07-08 - 2012-07-14,2
2012-07-15 - 2012-07-21,2
2012-07-22 - 2012-07-28,2
2012-07-29 - 2012-08-04,2
2012-08-05 - 2012-08-11,2
2012-08-12 - 2012-08-18,2
2012-08-19 - 2012-08-25,2
2012-08-26 - 2012-09-01,2
2012-09-02 - 2012-09-08,2
2012-09-09 - 2012-09-15,2
2012-09-16 - 2012-09-22,2
2012-09-23 - 2012-09-29,3
2012-09-30 - 2012-10-06,2
2012-10-07 - 2012-10-13,2
2012-10-14 - 2012-10-20,2
2012-10-21 - 2012-10-27,2
2012-10-28 - 2012-11-03,2
2012-11-04 - 2012-11-10,2
2012-11-11 - 2012-11-17,2
2012-11-18 - 2012-11-24,2
2012-11-25 - 2012-12-01,2
2012-12-02 - 2012-12-08,2
2012-12-09 - 2012-12-15,2
2012-12-16 - 2012-12-22,2
2012-12-23 - 2012-12-29,2
2012-12-30 - 2013-01-05,2
2013-01-06 - 2013-01-12,2
2013-01-13 - 2013-01-19,2
2013-01-20 - 2013-01-26,2
2013-01-27 - 2013-02-02,2
2013-02-03 - 2013-02-09,2
2013-02-10 - 2013-02-16,2
2013-02-17 - 2013-02-23,2
2013-02-24 - 2013-03-02,2
2013-03-03 - 2013-03-09,2
2013-03-10 - 2013-03-16,2
